,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,productivity
218,2015-01-13,Quarter2,finishing,Tuesday,10,0.8,3.94,0.0,5400,0,0.0,0,0,20.0,0.912766667,high
219,2015-01-13,Quarter2,finishing,Tuesday,3,0.8,4.15,0.0,1620,0,0.0,0,0,9.0,0.901262626,high
220,2015-01-13,Quarter2,finishing,Tuesday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,high
221,2015-01-13,Quarter2,sewing,Tuesday,1,0.8,26.16,1073.0,10620,75,0.0,0,0,59.0,0.850502311,high
222,2015-01-13,Quarter2,sewing,Tuesday,9,0.8,26.16,1156.0,10620,75,0.0,0,0,59.0,0.850502311,high
223,2015-01-13,Quarter2,sewing,Tuesday,8,0.8,25.9,1211.0,10260,60,0.0,0,0,57.0,0.850252525,high
224,2015-01-13,Quarter2,sewing,Tuesday,7,0.8,25.9,1126.0,10170,60,0.0,0,0,56.5,0.850136766,high
225,2015-01-13,Quarter2,finishing,Tuesday,5,0.65,4.15,0.0,1440,0,0.0,0,0,8.0,0.821354167,high
226,2015-01-13,Quarter2,finishing,Tuesday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.805909091,high
227,2015-01-13,Quarter2,sewing,Tuesday,6,0.8,11.61,1004.0,5670,50,0.0,0,0,31.5,0.800246753,high
228,2015-01-13,Quarter2,sewing,Tuesday,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.800246753,high
229,2015-01-13,Quarter2,sewing,Tuesday,2,0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8,medium
230,2015-01-13,Quarter2,sewing,Tuesday,3,0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705576584,medium
231,2015-01-13,Quarter2,finishing,Tuesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.681060606,medium
232,2015-01-13,Quarter2,finishing,Tuesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.670075758,medium
233,2015-01-13,Quarter2,finishing,Tuesday,11,0.8,4.15,0.0,1440,0,0.0,0,0,8.0,0.601278409,medium
234,2015-01-13,Quarter2,sewing,Tuesday,11,0.7,27.13,530.0,9540,37,0.0,0,0,53.0,0.582301029,low
235,2015-01-13,Quarter2,sewing,Tuesday,5,0.7,20.79,1297.0,10440,0,0.0,0,0,58.0,0.526810345,low
236,2015-01-13,Quarter2,sewing,Tuesday,4,0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500380799,low
237,2015-01-13,Quarter2,sewing,Tuesday,10,0.35,22.4,715.0,10170,23,0.0,0,0,56.5,0.35020649,low
238,2015-01-14,Quarter2,finishing,Wednesday,11,0.8,4.15,0.0,1980,0,0.0,0,0,7.0,0.934607438,high
239,2015-01-14,Quarter2,finishing,Wednesday,4,0.35,4.3,0.0,2700,0,0.0,0,0,8.0,0.908080808,high
240,2015-01-14,Quarter2,sewing,Wednesday,7,0.8,25.9,1150.0,10170,70,0.0,0,0,56.5,0.900144811,high
241,2015-01-14,Quarter2,finishing,Wednesday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.891723485,high
242,2015-01-14,Quarter2,finishing,Wednesday,5,0.65,4.15,0.0,1440,0,0.0,0,0,15.0,0.864583333,high
243,2015-01-14,Quarter2,finishing,Wednesday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,high
244,2015-01-14,Quarter2,sewing,Wednesday,9,0.8,26.16,1232.0,10620,75,0.0,0,0,59.0,0.850502311,high
245,2015-01-14,Quarter2,sewing,Wednesday,8,0.8,25.9,1218.0,10170,60,0.0,0,0,56.5,0.850136766,high
246,2015-01-14,Quarter2,finishing,Wednesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.837594697,high
247,2015-01-14,Quarter2,finishing,Wednesday,3,0.8,4.15,0.0,1440,0,0.0,0,0,7.0,0.820833333,high
248,2015-01-14,Quarter2,sewing,Wednesday,12,0.8,11.61,1159.0,2970,50,0.0,0,0,31.5,0.800313433,high
249,2015-01-14,Quarter2,sewing,Wednesday,6,0.8,11.61,972.0,5670,38,0.0,0,0,31.5,0.800246753,high
250,2015-01-14,Quarter2,sewing,Wednesday,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59.0,0.800117103,high
251,2015-01-14,Quarter2,sewing,Wednesday,5,0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700095563,medium
252,2015-01-14,Quarter2,finishing,Wednesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.667329545,medium
253,2015-01-14,Quarter2,sewing,Wednesday,4,0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.600369686,medium
254,2015-01-14,Quarter2,sewing,Wednesday,10,0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.499980334,low
255,2015-01-14,Quarter2,sewing,Wednesday,11,0.35,14.61,838.0,7200,23,0.0,0,0,55.0,0.35003125,low
256,2015-01-14,Quarter2,finishing,Wednesday,10,0.8,3.94,0.0,1260,0,0.0,0,0,8.0,0.332359307,low
257,2015-01-14,Quarter2,sewing,Wednesday,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207464,low
258,2015-01-14,Quarter2,finishing,Wednesday,2,0.8,3.94,0.0,1260,0,0.0,0,0,8.0,0.247316017,low
259,2015-01-15,Quarter3,finishing,Thursday,4,0.35,4.3,0.0,3600,0,0.0,0,0,20.0,0.988636364,high
260,2015-01-15,Quarter3,finishing,Thursday,10,0.8,3.94,0.0,3420,0,0.0,0,0,19.0,0.953110048,high
261,2015-01-15,Quarter3,finishing,Thursday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.884261364,high
262,2015-01-15,Quarter3,finishing,Thursday,5,0.65,4.15,0.0,1440,0,0.0,0,0,8.0,0.860653409,high
263,2015-01-15,Quarter3,finishing,Thursday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,high
264,2015-01-15,Quarter3,sewing,Thursday,1,0.8,26.16,1160.0,10620,75,0.0,0,0,59.0,0.850502311,high
265,2015-01-15,Quarter3,sewing,Thursday,8,0.8,25.9,1177.0,8970,60,0.0,0,0,56.5,0.850415628,high
266,2015-01-15,Quarter3,sewing,Thursday,7,0.8,25.9,1281.0,10170,60,0.0,0,0,56.5,0.850136766,high
267,2015-01-15,Quarter3,sewing,Thursday,9,0.8,26.16,1369.0,10620,63,0.0,0,0,59.0,0.800117103,high
268,2015-01-15,Quarter3,sewing,Thursday,6,0.8,11.61,1084.0,4950,38,0.0,0,0,31.5,0.80003139,high
269,2015-01-15,Quarter3,sewing,Thursday,12,0.8,11.61,1216.0,4950,50,0.0,0,0,31.5,0.80003139,high
270,2015-01-15,Quarter3,sewing,Thursday,5,0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.700060345,medium
271,2015-01-15,Quarter3,finishing,Thursday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.689299242,medium
272,2015-01-15,Quarter3,sewing,Thursday,3,0.5,22.52,1102.0,10170,30,0.0,0,0,56.5,0.660683293,medium
273,2015-01-15,Quarter3,sewing,Thursday,4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952,medium
274,2015-01-15,Quarter3,finishing,Thursday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.606912879,medium
275,2015-01-15,Quarter3,sewing,Thursday,10,0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600291767,medium
276,2015-01-15,Quarter3,sewing,Thursday,11,0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025069,low
277,2015-01-15,Quarter3,sewing,Thursday,2,0.5,22.94,1044.0,9810,23,0.0,0,0,54.5,0.499998888,low
278,2015-01-17,Quarter3,finishing,Saturday,5,0.65,4.15,0.0,2700,0,0.0,0,0,15.0,0.98719697,high
279,2015-01-17,Quarter3,finishing,Saturday,2,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.980909091,high
280,2015-01-17,Quarter3,finishing,Saturday,10,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.974621212,high
281,2015-01-17,Quarter3,finishing,Saturday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.884261364,high
282,2015-01-17,Quarter3,finishing,Saturday,9,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.82680303,high
283,2015-01-17,Quarter3,sewing,Saturday,6,0.8,11.41,1067.0,5490,63,0.0,0,0,30.5,0.800343766,high
284,2015-01-17,Quarter3,sewing,Saturday,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.800246753,high
285,2015-01-17,Quarter3,sewing,Saturday,7,0.8,25.9,1396.0,10170,50,0.0,0,0,56.5,0.800128721,high
286,2015-01-17,Quarter3,sewing,Saturday,8,0.8,25.9,1292.0,10170,50,0.0,0,0,56.5,0.800128721,high
287,2015-01-17,Quarter3,sewing,Saturday,1,0.8,48.68,171.0,10620,63,0.0,0,0,59.0,0.800117103,high
288,2015-01-17,Quarter3,sewing,Saturday,9,0.8,26.16,1128.0,10620,63,0.0,0,0,59.0,0.800117103,high
289,2015-01-17,Quarter3,sewing,Saturday,2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398,medium
290,2015-01-17,Quarter3,sewing,Saturday,4,0.7,22.52,825.0,10170,50,0.0,0,0,56.5,0.7005417,medium
291,2015-01-17,Quarter3,finishing,Saturday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.675568182,medium
292,2015-01-17,Quarter3,finishing,Saturday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.661837121,medium
293,2015-01-17,Quarter3,sewing,Saturday,10,0.65,22.52,1163.0,9720,35,0.0,0,0,54.0,0.650198653,medium
294,2015-01-17,Quarter3,sewing,Saturday,3,0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600291767,medium
295,2015-01-17,Quarter3,sewing,Saturday,11,0.6,14.89,1027.0,10080,38,0.0,0,0,56.0,0.600273268,medium
296,2015-01-17,Quarter3,finishing,Saturday,6,0.8,2.9,0.0,900,0,0.0,0,0,5.0,0.465757576,low
297,2015-01-17,Quarter3,sewing,Saturday,5,0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452012539,low
298,2015-01-17,Quarter3,finishing,Saturday,11,0.8,4.15,0.0,1260,0,0.0,0,0,7.0,0.313852814,low
299,2015-01-18,Quarter3,finishing,Sunday,5,0.6,4.15,0.0,1440,0,0.0,0,0,8.0,0.852793561,high
300,2015-01-18,Quarter3,finishing,Sunday,11,0.65,4.15,0.0,2160,0,0.0,0,0,12.0,0.838383838,high
301,2015-01-18,Quarter3,finishing,Sunday,6,0.8,2.9,0.0,1800,0,0.0,0,0,10.0,0.804848485,high
302,2015-01-18,Quarter3,sewing,Sunday,6,0.8,11.41,1140.0,5490,63,0.0,0,0,30.5,0.800343766,high
303,2015-01-18,Quarter3,sewing,Sunday,7,0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800128721,high
304,2015-01-18,Quarter3,sewing,Sunday,8,0.8,25.9,1288.0,10170,38,0.0,0,0,56.5,0.800128721,high
305,2015-01-18,Quarter3,sewing,Sunday,9,0.8,26.16,1381.0,3660,50,0.0,0,0,59.0,0.800015009,high
306,2015-01-18,Quarter3,sewing,Sunday,4,0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.7005417,medium
307,2015-01-18,Quarter3,sewing,Sunday,10,0.7,22.52,1002.0,10080,40,0.0,0,0,56.0,0.700094156,medium
308,2015-01-18,Quarter3,finishing,Sunday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.692045455,medium
309,2015-01-18,Quarter3,sewing,Sunday,12,0.8,26.87,585.0,5670,56,0.0,0,0,31.5,0.662255892,medium
310,2015-01-18,Quarter3,sewing,Sunday,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650416734,medium
311,2015-01-18,Quarter3,sewing,Sunday,11,0.65,14.89,1140.0,10260,44,0.0,0,0,57.0,0.650299575,medium
312,2015-01-18,Quarter3,sewing,Sunday,2,0.65,22.94,1025.0,10170,26,0.0,0,0,56.5,0.650243497,medium
313,2015-01-18,Quarter3,finishing,Sunday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.639867424,medium
314,2015-01-18,Quarter3,sewing,Sunday,5,0.6,20.4,1031.0,10440,30,0.0,0,0,58.0,0.600062696,medium
315,2015-01-18,Quarter3,finishing,Sunday,9,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.582045455,low
316,2015-01-18,Quarter3,sewing,Sunday,1,0.8,49.1,1381.0,10350,24,0.0,0,0,57.5,0.403242161,low
317,2015-01-18,Quarter3,finishing,Sunday,10,0.7,3.94,0.0,1440,0,0.0,0,0,8.0,0.235795455,low
318,2015-01-19,Quarter3,finishing,Monday,4,0.7,4.3,0.0,5040,0,0.0,0,0,28.0,0.977272727,high
319,2015-01-19,Quarter3,finishing,Monday,9,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.964106061,high
320,2015-01-19,Quarter3,finishing,Monday,5,0.65,4.15,0.0,1440,0,0.0,0,0,8.0,0.958901515,high
321,2015-01-19,Quarter3,sewing,Monday,6,0.8,11.41,1028.0,4380,50,0.0,0,0,31.0,0.800358775,high
322,2015-01-19,Quarter3,sewing,Monday,8,0.8,25.9,1380.0,3630,50,0.0,0,0,56.5,0.800162602,high
323,2015-01-19,Quarter3,sewing,Monday,9,0.8,26.16,1196.0,10620,63,0.0,0,0,59.0,0.800117103,high
324,2015-01-19,Quarter3,finishing,Monday,12,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.793844697,medium
325,2015-01-19,Quarter3,sewing,Monday,2,0.7,22.94,1006.0,10170,38,0.0,0,0,56.5,0.750517565,medium
326,2015-01-19,Quarter3,sewing,Monday,4,0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068049,medium
327,2015-01-19,Quarter3,sewing,Monday,3,0.7,22.52,1095.0,10170,50,0.0,0,0,56.5,0.750062751,medium
328,2015-01-19,Quarter3,sewing,Monday,10,0.7,22.52,938.0,10080,63,0.0,0,0,56.0,0.750057359,medium
329,2015-01-19,Quarter3,sewing,Monday,11,0.7,14.89,1484.0,10260,50,0.0,0,0,57.0,0.700170388,medium
330,2015-01-19,Quarter3,finishing,Monday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.683806818,medium
331,2015-01-19,Quarter3,sewing,Monday,5,0.65,20.4,1255.0,8280,35,0.0,0,0,58.0,0.650066445,medium
332,2015-01-19,Quarter3,sewing,Monday,7,0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.576460393,low
333,2015-01-19,Quarter3,sewing,Monday,1,0.5,22.94,1492.0,10170,30,0.0,0,0,56.5,0.549969429,low
334,2015-01-19,Quarter3,finishing,Monday,10,0.7,3.94,0.0,1440,0,0.0,0,0,8.0,0.538399621,low
335,2015-01-19,Quarter3,finishing,Monday,11,0.7,4.15,0.0,1440,0,0.0,0,0,8.0,0.409545455,low
336,2015-01-19,Quarter3,sewing,Monday,12,0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.35021836,low
337,2015-01-20,Quarter3,finishing,Tuesday,5,0.7,4.15,0.0,1440,0,0.0,0,0,8.0,1.033570076,high
338,2015-01-20,Quarter3,sewing,Tuesday,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.800261486,high
339,2015-01-20,Quarter3,sewing,Tuesday,8,0.8,25.9,1434.0,10170,50,0.0,0,0,56.5,0.800128721,high
340,2015-01-20,Quarter3,sewing,Tuesday,9,0.8,26.16,399.0,10620,63,0.0,0,0,59.0,0.800117103,high
341,2015-01-20,Quarter3,sewing,Tuesday,4,0.7,22.52,983.0,10260,63,0.0,0,0,57.0,0.750068049,medium
342,2015-01-20,Quarter3,sewing,Tuesday,10,0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057359,medium
343,2015-01-20,Quarter3,sewing,Tuesday,3,0.7,22.52,1134.0,8460,50,0.0,0,0,57.0,0.750037968,medium
344,2015-01-20,Quarter3,sewing,Tuesday,2,0.7,22.94,1363.0,10260,50,0.0,0,0,57.0,0.750031898,medium
345,2015-01-20,Quarter3,finishing,Tuesday,9,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.72830303,medium
346,2015-01-20,Quarter3,sewing,Tuesday,11,0.7,14.89,1501.0,10260,50,0.0,0,0,57.0,0.700170388,medium
347,2015-01-20,Quarter3,sewing,Tuesday,5,0.7,20.4,1352.0,10260,50,0.0,0,0,57.0,0.700063796,medium
348,2015-01-20,Quarter3,finishing,Tuesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.639867424,medium
349,2015-01-20,Quarter3,sewing,Tuesday,12,0.5,15.26,1352.0,3720,23,0.0,0,0,34.0,0.500290419,low
350,2015-01-20,Quarter3,sewing,Tuesday,7,0.35,22.94,1450.0,10080,30,0.0,0,0,56.0,0.400332792,low
351,2015-01-20,Quarter3,finishing,Tuesday,11,0.7,4.15,0.0,2700,0,0.0,0,0,15.0,0.362666667,low
352,2015-01-21,Quarter3,finishing,Wednesday,4,0.75,4.3,0.0,6000,0,0.0,0,0,20.0,0.978525641,high
353,2015-01-21,Quarter3,finishing,Wednesday,2,0.7,3.94,0.0,5100,0,0.0,0,0,17.0,0.912202112,high
354,2015-01-21,Quarter3,sewing,Wednesday,4,0.75,22.52,825.0,10080,94,0.0,0,0,56.0,0.900556277,high
355,2015-01-21,Quarter3,sewing,Wednesday,6,0.8,11.61,916.0,5760,75,0.0,0,0,89.0,0.850410511,high
356,2015-01-21,Quarter3,finishing,Wednesday,9,0.8,3.94,0.0,2400,0,0.0,0,0,8.0,0.827147436,high
357,2015-01-21,Quarter3,sewing,Wednesday,8,0.8,25.9,562.0,7470,38,0.0,0,0,56.5,0.800436542,high
358,2015-01-21,Quarter3,sewing,Wednesday,2,0.7,22.94,1422.0,10500,60,0.0,0,0,57.0,0.800415742,high
359,2015-01-21,Quarter3,sewing,Wednesday,10,0.7,22.52,1206.0,10080,75,0.0,0,0,56.0,0.800020563,high
360,2015-01-21,Quarter3,finishing,Wednesday,5,0.7,4.15,0.0,2400,0,0.0,0,0,8.0,0.758173077,medium
361,2015-01-21,Quarter3,sewing,Wednesday,5,0.7,20.4,1404.0,10440,50,0.0,0,0,58.0,0.750344828,medium
362,2015-01-21,Quarter3,sewing,Wednesday,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068049,medium
363,2015-01-21,Quarter3,sewing,Wednesday,11,0.7,14.89,1735.0,10260,50,0.0,0,0,57.0,0.700170388,medium
364,2015-01-21,Quarter3,sewing,Wednesday,1,0.65,22.94,1595.0,10260,34,0.0,0,0,57.0,0.700029771,medium
365,2015-01-21,Quarter3,sewing,Wednesday,12,0.6,15.26,1245.0,6360,23,0.0,0,0,34.0,0.60017284,medium
366,2015-01-21,Quarter3,finishing,Wednesday,8,0.8,2.9,0.0,2400,0,0.0,0,0,8.0,0.594871795,low
367,2015-01-21,Quarter3,sewing,Wednesday,9,0.8,54.56,757.0,4140,29,0.0,0,0,58.0,0.520237649,low
368,2015-01-21,Quarter3,finishing,Wednesday,1,0.65,3.94,0.0,2400,0,0.0,0,0,8.0,0.505128205,low
369,2015-01-21,Quarter3,sewing,Wednesday,7,0.5,22.52,1720.0,10080,23,0.0,0,0,56.0,0.500241342,low
370,2015-01-21,Quarter3,finishing,Wednesday,11,0.7,4.15,0.0,2700,0,0.0,0,0,9.0,0.470769231,low
371,2015-01-22,Quarter4,finishing,Thursday,7,0.6,3.94,0.0,6000,0,0.0,0,0,10.0,0.957638889,high
372,2015-01-22,Quarter4,finishing,Thursday,10,0.75,3.94,0.0,8400,0,0.0,0,0,14.0,0.940701058,high
373,2015-01-22,Quarter4,sewing,Thursday,4,0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.849983766,high
374,2015-01-22,Quarter4,sewing,Thursday,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57.0,0.800302791,high
375,2015-01-22,Quarter4,sewing,Thursday,6,0.8,11.61,955.0,6360,63,0.0,0,0,32.0,0.800191989,high
376,2015-01-22,Quarter4,sewing,Thursday,10,0.75,22.52,1328.0,10080,55,0.0,0,0,56.0,0.800020563,high
377,2015-01-22,Quarter4,sewing,Thursday,1,0.7,22.94,1384.0,12180,63,0.0,0,0,57.0,0.750162367,medium
378,2015-01-22,Quarter4,sewing,Thursday,3,0.7,22.52,1244.0,10260,63,0.0,0,0,57.0,0.750068049,medium
379,2015-01-22,Quarter4,finishing,Thursday,5,0.7,4.15,0.0,9000,0,0.0,0,0,15.0,0.742901235,medium
380,2015-01-22,Quarter4,sewing,Thursday,5,0.7,20.4,1480.0,10440,40,0.0,0,0,58.0,0.700250784,medium
381,2015-01-22,Quarter4,sewing,Thursday,11,0.7,14.89,1863.0,10260,50,0.0,0,0,57.0,0.700170388,medium
382,2015-01-22,Quarter4,finishing,Thursday,4,0.75,4.3,0.0,9000,0,0.0,0,0,15.0,0.670216049,medium
383,2015-01-22,Quarter4,finishing,Thursday,1,0.7,3.94,0.0,15000,0,0.0,0,0,25.0,0.649662222,medium
384,2015-01-22,Quarter4,finishing,Thursday,2,0.7,3.94,0.0,15000,0,0.0,0,0,25.0,0.649662222,medium
385,2015-01-22,Quarter4,finishing,Thursday,6,0.8,2.9,0.0,4800,0,0.0,0,0,8.0,0.626822917,medium
386,2015-01-22,Quarter4,sewing,Thursday,12,0.6,15.26,1492.0,6960,23,0.0,0,0,34.0,0.600436426,medium
387,2015-01-22,Quarter4,sewing,Thursday,7,0.6,22.52,1859.0,10260,23,0.0,0,0,57.0,0.60041361,medium
388,2015-01-22,Quarter4,sewing,Thursday,8,0.8,40.99,980.0,10770,30,0.0,0,0,56.5,0.555500132,low
389,2015-01-22,Quarter4,sewing,Thursday,9,0.5,29.12,970.0,10440,30,0.0,0,0,58.0,0.500547544,low
390,2015-01-22,Quarter4,finishing,Thursday,3,0.7,3.94,0.0,12000,0,0.0,0,0,20.0,0.460578704,low
391,2015-01-22,Quarter4,finishing,Thursday,8,0.8,2.9,0.0,4800,0,0.0,0,0,8.0,0.397743056,low
392,2015-01-22,Quarter4,finishing,Thursday,12,0.6,4.08,0.0,5400,0,0.0,0,0,9.0,0.327407407,low
393,2015-01-24,Quarter4,finishing,Saturday,5,0.7,4.15,0.0,2700,0,0.0,0,0,15.0,0.966666667,high
394,2015-01-24,Quarter4,finishing,Saturday,10,0.75,3.94,0.0,1800,0,0.0,0,0,10.0,0.937242424,high
395,2015-01-24,Quarter4,finishing,Saturday,8,0.8,2.9,0.0,1620,0,0.0,0,0,9.0,0.910521886,high
396,2015-01-24,Quarter4,sewing,Saturday,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57.0,0.90064806,high
397,2015-01-24,Quarter4,sewing,Saturday,4,0.75,22.52,727.0,10260,94,0.0,0,0,57.0,0.900321106,high
398,2015-01-24,Quarter4,finishing,Saturday,11,0.75,4.15,0.0,1800,0,0.0,0,0,10.0,0.896022727,high
399,2015-01-24,Quarter4,finishing,Saturday,3,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,0.895454545,high
400,2015-01-24,Quarter4,finishing,Saturday,7,0.65,3.94,0.0,2160,0,0.0,0,0,12.0,0.870580808,high
401,2015-01-24,Quarter4,finishing,Saturday,12,0.7,4.08,0.0,1620,0,0.0,0,0,9.0,0.858585859,high
402,2015-01-24,Quarter4,sewing,Saturday,1,0.7,22.94,1472.0,10260,75,0.0,0,0,57.0,0.800643806,high
403,2015-01-24,Quarter4,sewing,Saturday,10,0.75,22.52,1332.0,10080,69,0.0,0,0,56.0,0.80062987,high
404,2015-01-24,Quarter4,sewing,Saturday,6,0.8,11.61,1009.0,5640,63,0.0,0,0,32.0,0.800537143,high
405,2015-01-24,Quarter4,sewing,Saturday,3,0.75,22.52,1266.0,10260,69,0.0,0,0,57.0,0.80035194,high
406,2015-01-24,Quarter4,sewing,Saturday,12,0.75,15.26,1316.0,6120,40,0.0,0,0,34.0,0.750079323,medium
407,2015-01-24,Quarter4,sewing,Saturday,11,0.75,42.97,1282.0,10260,56,0.0,0,0,57.0,0.750041201,medium
408,2015-01-24,Quarter4,sewing,Saturday,5,0.7,20.4,1382.0,10440,50,0.0,0,0,58.0,0.700250784,medium
409,2015-01-24,Quarter4,finishing,Saturday,4,0.75,4.3,0.0,2160,0,0.0,0,0,12.0,0.651515152,medium
410,2015-01-24,Quarter4,sewing,Saturday,7,0.65,22.52,1295.0,10170,26,0.0,0,0,56.5,0.650416734,medium
411,2015-01-24,Quarter4,sewing,Saturday,9,0.6,29.12,925.0,6660,23,0.0,0,0,58.0,0.600125217,medium
412,2015-01-24,Quarter4,finishing,Saturday,2,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,0.578314394,low
413,2015-01-24,Quarter4,finishing,Saturday,1,0.7,3.94,0.0,1440,0,0.0,0,0,8.0,0.578314394,low
414,2015-01-24,Quarter4,sewing,Saturday,8,0.35,15.09,1448.0,9360,23,0.0,0,0,52.0,0.34998951,low
415,2015-01-24,Quarter4,finishing,Saturday,9,0.6,3.94,0.0,1440,0,0.0,0,0,8.0,0.261174242,low
416,2015-01-25,Quarter4,finishing,Sunday,5,0.7,4.15,0.0,3060,0,0.0,0,0,17.0,0.973796791,high
417,2015-01-25,Quarter4,finishing,Sunday,2,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,0.970075758,high
418,2015-01-25,Quarter4,finishing,Sunday,1,0.7,3.94,0.0,1440,0,0.0,0,0,8.0,0.970075758,high
419,2015-01-25,Quarter4,finishing,Sunday,3,0.75,3.94,0.0,1620,0,0.0,0,0,9.0,0.961784512,high
420,2015-01-25,Quarter4,finishing,Sunday,10,0.75,3.94,0.0,3420,0,0.0,0,0,19.0,0.955151515,high
421,2015-01-25,Quarter4,finishing,Sunday,4,0.75,4.3,0.0,2160,0,0.0,0,0,12.0,0.952020202,high
422,2015-01-25,Quarter4,sewing,Sunday,4,0.75,22.52,867.0,10260,94,0.0,0,0,57.0,0.900321106,high
423,2015-01-25,Quarter4,sewing,Sunday,2,0.75,22.94,1636.0,10530,81,0.0,0,0,58.5,0.850223776,high
424,2015-01-25,Quarter4,sewing,Sunday,1,0.7,22.94,1682.0,10530,75,0.0,0,0,58.5,0.800909609,high
425,2015-01-25,Quarter4,sewing,Sunday,3,0.75,22.52,1495.0,10350,55,0.0,0,0,57.5,0.800513307,high
426,2015-01-25,Quarter4,sewing,Sunday,6,0.8,11.61,1181.0,5760,63,0.0,0,0,32.0,0.800386364,high
427,2015-01-25,Quarter4,sewing,Sunday,10,0.75,22.52,1413.0,10080,69,0.0,0,0,56.0,0.800020563,high
428,2015-01-25,Quarter4,finishing,Sunday,7,0.65,3.94,0.0,2520,0,0.0,0,0,14.0,0.749188312,medium
429,2015-01-25,Quarter4,sewing,Sunday,7,0.7,22.52,360.0,10170,40,0.0,0,0,56.5,0.7005417,medium
430,2015-01-25,Quarter4,sewing,Sunday,12,0.7,15.26,1296.0,6120,40,0.0,0,0,34.0,0.70043672,medium
431,2015-01-25,Quarter4,sewing,Sunday,5,0.7,20.4,1217.0,10440,50,0.0,0,0,58.0,0.700250784,medium
432,2015-01-25,Quarter4,sewing,Sunday,9,0.65,29.12,1086.0,10440,26,0.0,0,0,58.0,0.650407524,medium
433,2015-01-25,Quarter4,finishing,Sunday,12,0.7,4.08,0.0,1620,0,0.0,0,0,9.0,0.618181818,medium
434,2015-01-25,Quarter4,sewing,Sunday,11,0.75,42.97,532.0,10260,40,0.0,0,0,57.0,0.59114168,low
